Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1223.0,429.0,0.54,0.0,242.83,2.2,0.0,0.0,0.0
438.0,824.0,0.214,0.0,238.16,0.8,0.0,0.0,0.0
314.0,1372.0,0.396,0.0,243.77,1.8,0.0,0.0,0.0
829.0,244.0,1.986,0.0,243.28,8.2,0.0,0.0,0.0
146.0,162.0,0.192,0.09,237.21,0.8,0.0,0.0,0.0
1301.0,1386.0,0.502,0.19,241.3,2.2,0.0,0.0,0.0
371.0,1290.0,3.402,0.15,239.63,14.4,1.0,33.0,17.0
796.0,394.0,0.406,0.076,243.56,1.6,0.0,0.0,0.0
422.0,1154.0,1.316,0.0,243.32,5.4,0.0,0.0,19.0
1070.0,3.0,1.33,0.278,237.12,5.8,0.0,2.0,0.0
230.0,1285.0,1.156,0.0,233.13,4.8,0.0,0.0,17.0
646.0,41.0,0.226,0.08,242.02,1.2,0.0,0.0,1.0
1130.0,1329.0,2.1,0.092,245.46,8.4,0.0,0.0,19.0
772.0,44.0,0.6,0.058,242.06,2.6,0.0,0.0,0.0
23.0,1370.0,1.842,0.058,241.21,7.6,0.0,0.0,18.0
801.0,757.0,0.252,0.0,244.0,1.2,0.0,0.0,0.0
1326.0,1314.0,0.346,0.112,243.48,1.4,0.0,1.0,0.0
54.0,537.0,0.308,0.114,245.96,1.4,0.0,0.0,0.0
547.0,1352.0,3.296,0.112,238.41,14.2,34.0,0.0,18.0
438.0,819.0,0.304,0.098,237.46,1.2,0.0,0.0,0.0
236.0,129.0,0.166,0.056,236.13,1.0,0.0,0.0,0.0
1058.0,601.0,0.228,0.0,247.13,0.8,0.0,0.0,1.0
1135.0,77.0,1.114,0.052,236.05,4.6,0.0,0.0,0.0
1044.0,1209.0,0.826,0.24,242.89,3.6,0.0,5.0,1.0
398.0,744.0,0.376,0.0,240.01,1.8,0.0,0.0,0.0
803.0,914.0,1.37,0.09,240.21,5.6,0.0,0.0,17.0
1402.0,1136.0,3.424,0.232,240.38,14.4,1.0,34.0,18.0
515.0,1210.0,0.408,0.236,240.63,2.0,1.0,0.0,1.0
1170.0,30.0,0.342,0.098,240.08,1.4,0.0,0.0,0.0
1248.0,1313.0,1.51,0.194,241.27,6.2,0.0,0.0,19.0
1343.0,826.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
497.0,1104.0,0.41,0.21,242.64,1.8,0.0,2.0,0.0
337.0,1439.0,2.524,0.1,240.9,10.4,0.0,0.0,0.0
555.0,1007.0,1.176,0.0,237.68,4.8,0.0,0.0,18.0
1186.0,850.0,1.42,0.148,240.99,5.8,0.0,1.0,18.0
141.0,51.0,1.402,0.076,234.93,6.0,0.0,1.0,17.0
1070.0,260.0,2.396,0.084,236.92,10.0,0.0,1.0,17.0
778.0,911.0,0.706,0.0,245.89,2.8,0.0,0.0,0.0
454.0,795.0,0.602,0.0,243.74,2.4,0.0,0.0,0.0
1358.0,371.0,0.828,0.058,242.08,3.4,0.0,0.0,1.0
560.0,311.0,0.712,0.202,238.95,3.4,0.0,0.0,0.0
845.0,1375.0,0.264,0.0,245.56,1.0,0.0,0.0,0.0
1208.0,745.0,0.432,0.242,242.54,2.0,0.0,1.0,1.0
768.0,1289.0,0.26,0.046,244.92,1.2,0.0,0.0,0.0
528.0,633.0,0.372,0.244,240.2,1.8,0.0,1.0,0.0
1172.0,702.0,0.548,0.122,244.36,2.2,0.0,0.0,1.0
307.0,237.0,1.792,0.388,239.44,8.4,0.0,2.0,0.0
354.0,43.0,1.296,0.0,237.44,5.4,0.0,0.0,0.0
344.0,1411.0,0.226,0.0,241.84,1.0,0.0,0.0,0.0
446.0,167.0,1.318,0.0,237.2,5.6,0.0,0.0,0.0
246.0,1345.0,1.79,0.286,237.78,8.0,1.0,0.0,17.0
766.0,12.0,1.604,0.058,241.6,6.6,0.0,0.0,18.0
1394.0,695.0,0.408,0.174,240.27,1.8,0.0,1.0,0.0
1080.0,223.0,2.722,0.07,239.36,11.4,2.0,0.0,18.0
404.0,1214.0,0.278,0.0,242.58,1.4,0.0,0.0,0.0
75.0,1120.0,0.384,0.226,240.65,1.8,0.0,0.0,0.0
655.0,1375.0,0.248,0.0,244.55,1.0,0.0,0.0,0.0
693.0,344.0,1.042,0.138,242.76,4.2,1.0,4.0,0.0
1246.0,167.0,2.022,0.328,240.43,8.4,0.0,0.0,19.0
1279.0,769.0,1.502,0.332,239.88,6.4,0.0,2.0,19.0
616.0,165.0,0.162,0.128,242.89,0.8,0.0,0.0,1.0
1403.0,712.0,0.346,0.094,243.92,1.4,0.0,1.0,1.0
671.0,696.0,0.296,0.046,242.49,1.2,0.0,0.0,1.0
997.0,1336.0,0.21,0.112,242.15,1.0,0.0,1.0,1.0
1106.0,1245.0,1.992,0.0,243.13,8.2,0.0,0.0,19.0
296.0,484.0,0.252,0.0,240.15,1.0,0.0,0.0,0.0
54.0,355.0,1.492,0.152,245.28,6.0,0.0,0.0,18.0
912.0,343.0,0.428,0.244,244.91,2.0,0.0,0.0,0.0
1145.0,1191.0,3.47,0.204,240.17,14.6,0.0,33.0,18.0
922.0,699.0,0.212,0.074,242.41,0.8,0.0,0.0,0.0
164.0,910.0,1.766,0.0,230.86,7.6,0.0,0.0,16.0
154.0,60.0,1.458,0.156,232.97,6.2,0.0,0.0,17.0
429.0,752.0,0.24,0.0,246.71,1.0,0.0,0.0,0.0
218.0,205.0,0.19,0.08,237.69,0.8,0.0,0.0,0.0
192.0,901.0,1.258,0.094,240.04,5.2,0.0,1.0,18.0
895.0,38.0,1.308,0.0,238.78,5.4,0.0,0.0,18.0
687.0,628.0,1.524,0.058,243.3,6.4,0.0,0.0,18.0
516.0,496.0,0.34,0.25,239.81,1.6,0.0,1.0,1.0
626.0,184.0,1.884,0.2,236.85,8.0,0.0,0.0,17.0
866.0,886.0,1.448,0.0,241.35,6.0,2.0,0.0,18.0
1195.0,878.0,1.782,0.184,240.05,7.4,0.0,2.0,19.0
896.0,241.0,0.394,0.298,241.86,2.0,1.0,1.0,1.0
1210.0,555.0,0.34,0.108,243.74,1.4,0.0,0.0,0.0
225.0,518.0,0.172,0.096,238.05,0.8,0.0,0.0,0.0
146.0,23.0,1.152,0.0,235.82,4.8,0.0,0.0,17.0
719.0,514.0,0.272,0.06,246.31,1.2,0.0,0.0,0.0
145.0,340.0,0.282,0.23,240.9,1.4,0.0,1.0,0.0
10.0,332.0,0.826,0.1,246.28,3.6,0.0,0.0,0.0
896.0,1112.0,0.618,0.224,238.3,2.8,0.0,0.0,1.0
933.0,1228.0,0.136,0.0,241.97,0.6,0.0,0.0,1.0
425.0,479.0,0.352,0.126,242.62,1.6,0.0,0.0,0.0
1097.0,775.0,0.244,0.0,244.85,1.0,0.0,0.0,1.0
128.0,472.0,0.288,0.0,243.3,1.6,0.0,0.0,0.0
1056.0,307.0,0.22,0.0,242.18,0.8,0.0,0.0,0.0
362.0,594.0,0.226,0.0,244.27,1.0,0.0,0.0,0.0
1105.0,411.0,2.102,0.07,242.41,8.6,0.0,1.0,19.0
1321.0,1079.0,0.228,0.098,239.69,1.0,0.0,1.0,1.0
318.0,634.0,0.204,0.0,242.04,0.8,0.0,0.0,0.0
987.0,1090.0,1.114,0.352,239.01,4.8,0.0,0.0,12.0
1059.0,234.0,1.716,0.134,240.4,7.0,1.0,0.0,1.0
155.0,340.0,1.644,0.19,235.97,7.0,1.0,1.0,17.0
1225.0,262.0,3.186,0.362,237.15,14.2,16.0,1.0,18.0
140.0,1043.0,0.192,0.0,238.8,0.8,0.0,0.0,0.0
1267.0,615.0,0.292,0.112,244.16,1.4,0.0,0.0,1.0
1191.0,31.0,0.408,0.102,241.08,1.8,0.0,0.0,1.0
356.0,748.0,0.266,0.0,242.68,1.2,0.0,0.0,0.0
884.0,768.0,0.322,0.066,243.17,1.2,0.0,0.0,1.0
891.0,260.0,2.892,0.056,234.04,12.2,0.0,0.0,17.0
1328.0,1144.0,0.342,0.202,243.4,1.8,0.0,0.0,1.0
479.0,1398.0,1.426,0.092,243.67,5.8,0.0,0.0,19.0
891.0,1141.0,0.384,0.186,238.0,1.8,0.0,0.0,1.0
886.0,402.0,0.948,0.212,243.6,4.0,0.0,1.0,1.0
1273.0,965.0,1.656,0.188,240.33,6.8,0.0,0.0,18.0
594.0,1041.0,1.198,0.0,239.64,5.0,0.0,0.0,18.0
312.0,860.0,0.93,0.0,239.4,3.8,0.0,0.0,0.0
1432.0,1036.0,1.344,0.056,242.64,5.6,0.0,0.0,18.0
1120.0,393.0,1.782,0.104,248.14,7.2,0.0,0.0,20.0
946.0,1084.0,1.218,0.0,240.46,5.0,0.0,0.0,19.0
565.0,75.0,0.304,0.212,239.26,1.6,0.0,2.0,1.0
758.0,992.0,1.376,0.062,240.77,5.6,0.0,0.0,18.0
920.0,349.0,0.868,0.21,243.56,3.6,0.0,0.0,1.0
244.0,566.0,0.108,0.0,240.86,0.4,0.0,0.0,0.0
252.0,912.0,0.282,0.23,240.46,1.4,0.0,0.0,0.0
599.0,1430.0,0.232,0.25,240.35,1.4,0.0,1.0,1.0
289.0,821.0,0.826,0.0,238.93,3.8,0.0,0.0,0.0
979.0,726.0,0.332,0.25,242.79,1.6,0.0,2.0,1.0
530.0,990.0,1.296,0.086,233.72,5.4,0.0,0.0,17.0
1257.0,633.0,0.216,0.052,241.46,1.0,0.0,0.0,0.0
1405.0,1222.0,0.328,0.088,244.53,1.4,0.0,2.0,0.0
454.0,455.0,0.464,0.18,243.83,2.0,0.0,0.0,0.0
248.0,498.0,0.212,0.134,239.57,1.0,0.0,0.0,0.0
894.0,1075.0,1.174,0.056,228.51,5.0,0.0,0.0,17.0
1415.0,1300.0,1.472,0.122,247.69,5.8,0.0,1.0,20.0
416.0,1065.0,0.392,0.202,239.09,1.8,0.0,0.0,0.0
1350.0,985.0,1.994,0.286,237.58,8.4,0.0,0.0,29.0
1321.0,187.0,0.34,0.232,240.5,1.6,0.0,1.0,1.0
1028.0,968.0,1.618,0.0,237.11,6.8,0.0,0.0,17.0
1069.0,309.0,1.114,0.166,241.7,4.6,0.0,0.0,1.0
1145.0,1060.0,1.568,0.0,242.71,6.4,0.0,4.0,19.0
433.0,113.0,0.57,0.0,240.25,2.4,0.0,0.0,0.0
212.0,570.0,0.308,0.228,240.37,1.6,0.0,1.0,0.0
1305.0,173.0,1.404,0.266,242.4,7.4,14.0,0.0,1.0
362.0,212.0,5.04,0.0,235.52,21.6,0.0,29.0,17.0
902.0,706.0,0.194,0.0,242.73,0.8,0.0,0.0,1.0
195.0,537.0,0.228,0.122,240.79,1.0,0.0,0.0,0.0
965.0,434.0,0.236,0.142,244.0,1.0,0.0,0.0,1.0
1305.0,295.0,0.986,0.0,243.28,4.0,1.0,0.0,1.0
613.0,782.0,0.254,0.266,238.99,1.4,0.0,1.0,0.0
190.0,1123.0,0.272,0.202,238.09,1.4,0.0,1.0,0.0
3.0,82.0,1.824,0.0,237.72,7.6,0.0,0.0,18.0
421.0,1241.0,1.66,0.052,243.31,6.8,2.0,1.0,18.0
1360.0,686.0,0.344,0.21,244.23,1.6,0.0,2.0,1.0
1072.0,1282.0,1.748,0.326,241.09,7.4,0.0,0.0,18.0
911.0,717.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
359.0,949.0,1.572,0.09,238.52,6.6,0.0,0.0,17.0
1021.0,861.0,1.392,0.138,238.41,5.8,0.0,2.0,18.0
85.0,466.0,2.448,0.164,237.22,10.2,0.0,0.0,0.0
144.0,803.0,2.042,0.194,231.74,8.8,0.0,1.0,16.0
77.0,1375.0,0.318,0.13,242.79,1.4,0.0,0.0,0.0
61.0,852.0,2.414,0.118,237.51,10.2,0.0,0.0,18.0
31.0,275.0,0.95,0.0,242.69,4.0,0.0,0.0,0.0
45.0,70.0,3.434,0.696,236.68,14.8,0.0,0.0,17.0
1384.0,220.0,0.402,0.146,241.26,1.8,0.0,1.0,1.0
1295.0,594.0,0.318,0.1,242.53,1.4,0.0,0.0,1.0
1172.0,561.0,0.714,0.362,245.58,3.2,0.0,1.0,1.0
198.0,718.0,0.238,0.158,240.16,1.2,0.0,1.0,0.0
903.0,865.0,2.366,0.218,237.54,10.0,0.0,0.0,29.0
978.0,588.0,0.228,0.114,240.39,1.2,0.0,1.0,0.0
1141.0,747.0,0.32,0.084,245.47,1.2,0.0,0.0,0.0
891.0,772.0,1.008,0.24,242.29,4.2,0.0,0.0,12.0
1004.0,808.0,0.59,0.148,240.46,2.6,0.0,0.0,0.0
714.0,187.0,1.482,0.22,240.21,6.2,0.0,0.0,0.0
765.0,1291.0,0.22,0.0,245.7,1.0,0.0,0.0,0.0
573.0,1155.0,1.194,0.0,239.56,4.8,0.0,0.0,19.0
1436.0,494.0,0.246,0.05,242.73,1.0,0.0,0.0,0.0
505.0,1410.0,0.658,0.124,245.03,2.8,0.0,0.0,1.0
1196.0,1183.0,0.562,0.18,242.3,2.4,0.0,1.0,1.0
1164.0,197.0,2.286,0.216,237.32,9.6,0.0,0.0,18.0
1226.0,1001.0,0.916,0.254,238.58,4.0,0.0,2.0,11.0
235.0,146.0,0.146,0.0,235.28,0.6,0.0,0.0,0.0
522.0,722.0,0.23,0.11,240.7,1.0,0.0,1.0,1.0
548.0,1175.0,0.242,0.148,239.59,1.2,0.0,0.0,1.0
1021.0,426.0,0.208,0.1,244.06,0.8,0.0,2.0,0.0
994.0,910.0,1.612,0.202,240.17,6.8,0.0,1.0,19.0
594.0,1405.0,0.14,0.0,239.67,0.6,0.0,0.0,1.0
353.0,1054.0,0.32,0.122,242.09,1.4,0.0,0.0,0.0
518.0,154.0,1.648,0.29,238.44,7.0,0.0,0.0,18.0
807.0,400.0,0.286,0.0,243.66,1.2,0.0,0.0,0.0
876.0,339.0,0.362,0.088,243.39,1.6,0.0,1.0,0.0
479.0,702.0,0.27,0.0,244.38,1.0,0.0,0.0,1.0
301.0,646.0,0.32,0.088,240.1,1.4,0.0,0.0,0.0
769.0,467.0,0.27,0.0,248.41,1.2,0.0,0.0,0.0
84.0,770.0,0.336,0.124,244.52,1.4,0.0,0.0,0.0
519.0,1124.0,2.38,0.41,238.7,10.0,0.0,1.0,29.0
821.0,71.0,0.308,0.078,240.83,1.4,0.0,1.0,0.0
261.0,219.0,1.042,0.0,240.22,4.2,0.0,0.0,0.0
1254.0,322.0,1.316,0.0,243.76,5.4,0.0,0.0,1.0
1030.0,1237.0,3.608,0.374,236.71,15.4,0.0,37.0,18.0
721.0,325.0,0.83,0.1,244.85,3.4,0.0,0.0,0.0
324.0,120.0,2.58,0.066,232.07,11.2,0.0,0.0,16.0
158.0,923.0,3.568,0.0,229.44,15.6,35.0,0.0,17.0
873.0,374.0,1.48,0.108,244.15,6.0,0.0,0.0,19.0
327.0,1316.0,0.266,0.0,241.86,1.2,0.0,0.0,0.0
1044.0,1114.0,3.036,0.17,238.0,13.0,0.0,26.0,18.0
980.0,1091.0,0.75,0.354,240.88,3.4,1.0,1.0,0.0
227.0,1189.0,3.322,0.194,230.06,14.4,48.0,0.0,0.0
1115.0,445.0,0.486,0.248,243.49,2.2,0.0,2.0,1.0
562.0,1367.0,0.308,0.0,241.94,1.6,0.0,0.0,1.0
791.0,121.0,2.698,0.13,241.26,11.2,0.0,0.0,18.0
185.0,684.0,0.164,0.082,239.64,0.8,0.0,0.0,0.0
500.0,1062.0,5.28,0.418,233.11,22.6,36.0,1.0,17.0
582.0,796.0,0.32,0.226,242.31,1.6,0.0,0.0,1.0
219.0,641.0,0.122,0.0,235.95,0.6,0.0,0.0,0.0
1170.0,1024.0,0.444,0.0,245.09,1.8,0.0,0.0,0.0
488.0,1226.0,0.35,0.09,242.28,1.6,0.0,0.0,0.0
1180.0,1266.0,1.824,0.062,245.2,7.4,0.0,0.0,19.0
676.0,413.0,0.326,0.078,245.43,1.4,0.0,0.0,1.0
1185.0,556.0,0.248,0.0,243.24,1.0,0.0,0.0,1.0
278.0,796.0,1.426,0.102,238.17,6.0,0.0,0.0,17.0
781.0,338.0,0.28,0.066,245.86,1.2,0.0,0.0,0.0
871.0,40.0,0.538,0.0,241.14,2.4,0.0,0.0,1.0
1264.0,1321.0,1.264,0.054,241.59,5.2,0.0,0.0,19.0
365.0,558.0,0.644,0.112,247.77,2.6,0.0,0.0,0.0
1004.0,633.0,0.364,0.25,243.21,1.8,0.0,2.0,0.0
177.0,414.0,0.448,0.26,241.74,2.0,0.0,2.0,0.0
38.0,1230.0,0.3,0.12,243.6,1.2,0.0,2.0,0.0
359.0,53.0,3.284,0.082,237.9,13.8,0.0,0.0,18.0
384.0,133.0,1.924,0.088,234.9,8.2,0.0,0.0,0.0
1355.0,522.0,0.34,0.192,241.37,1.6,0.0,1.0,1.0
244.0,436.0,2.81,0.12,238.22,11.8,0.0,0.0,18.0
1378.0,872.0,1.876,0.154,239.38,7.8,0.0,1.0,18.0
899.0,751.0,1.376,0.084,242.35,5.6,0.0,0.0,19.0
923.0,997.0,1.438,0.19,236.41,6.0,1.0,1.0,18.0
666.0,1431.0,0.336,0.1,238.97,1.4,0.0,0.0,0.0
796.0,939.0,0.298,0.072,239.48,1.2,0.0,0.0,0.0
460.0,418.0,0.226,0.0,244.95,1.0,0.0,0.0,0.0
1127.0,1166.0,2.158,0.276,243.42,9.8,10.0,1.0,19.0
28.0,386.0,7.1,0.17,231.25,30.6,36.0,0.0,17.0
323.0,1107.0,0.2,0.0,241.34,0.8,0.0,0.0,0.0
1351.0,557.0,0.256,0.08,243.53,1.2,0.0,0.0,0.0
1299.0,24.0,0.232,0.09,241.12,1.0,0.0,1.0,0.0
435.0,106.0,1.238,0.0,236.17,5.2,0.0,0.0,17.0
678.0,100.0,2.58,0.264,235.2,11.0,1.0,0.0,0.0
932.0,1239.0,2.024,0.218,237.54,8.6,0.0,0.0,29.0
1420.0,169.0,1.196,0.0,239.48,5.0,0.0,0.0,1.0
190.0,418.0,0.14,0.0,244.1,0.6,0.0,0.0,0.0
1105.0,1401.0,0.83,0.388,246.13,3.6,1.0,0.0,1.0
88.0,1243.0,0.436,0.148,243.45,1.8,2.0,0.0,0.0
228.0,733.0,0.496,0.088,236.22,2.0,0.0,0.0,0.0
38.0,142.0,2.452,0.0,241.27,10.2,0.0,0.0,0.0
1427.0,580.0,0.394,0.212,245.36,1.8,0.0,1.0,0.0
1406.0,1215.0,1.45,0.074,243.5,5.8,0.0,0.0,19.0
654.0,223.0,4.058,0.152,235.25,17.8,11.0,0.0,18.0
375.0,798.0,1.38,0.096,241.15,5.6,0.0,0.0,0.0
1119.0,1230.0,0.342,0.124,242.73,1.4,0.0,0.0,0.0
18.0,216.0,0.432,0.312,241.15,2.2,0.0,2.0,0.0
555.0,55.0,1.264,0.176,238.64,6.6,0.0,0.0,0.0
488.0,36.0,0.38,0.128,244.35,1.8,0.0,0.0,1.0
1139.0,1334.0,0.536,0.398,246.4,2.6,0.0,1.0,1.0
908.0,91.0,0.442,0.0,240.86,2.0,0.0,0.0,0.0
709.0,1108.0,2.47,0.076,239.21,10.2,0.0,1.0,17.0
1369.0,106.0,0.242,0.08,239.36,1.0,0.0,0.0,1.0
515.0,504.0,0.25,0.126,245.38,1.0,0.0,1.0,1.0
953.0,913.0,0.25,0.148,242.97,1.2,0.0,0.0,0.0
849.0,308.0,2.918,0.108,244.85,12.4,0.0,29.0,0.0
459.0,77.0,0.484,0.0,239.07,2.0,0.0,0.0,0.0
928.0,759.0,1.332,0.082,241.33,5.4,0.0,0.0,18.0
1120.0,931.0,1.542,0.126,238.81,6.4,0.0,0.0,19.0
1394.0,771.0,0.408,0.178,241.44,1.8,0.0,2.0,1.0
294.0,1016.0,1.26,0.064,238.43,5.2,0.0,0.0,18.0
1390.0,288.0,1.768,0.0,242.88,7.2,0.0,1.0,1.0
217.0,1012.0,0.216,0.1,234.47,1.0,0.0,0.0,0.0
874.0,532.0,0.338,0.094,242.71,1.4,0.0,1.0,1.0
520.0,657.0,0.162,0.0,239.23,0.6,0.0,0.0,1.0
1360.0,122.0,0.9,0.0,238.9,3.8,1.0,0.0,0.0
16.0,34.0,1.398,0.0,237.61,5.8,0.0,0.0,18.0
406.0,1179.0,1.612,0.0,242.37,6.6,0.0,0.0,18.0
442.0,1049.0,0.332,0.06,239.87,1.4,0.0,0.0,0.0
212.0,595.0,0.31,0.232,240.77,1.6,0.0,1.0,0.0
367.0,507.0,0.294,0.076,246.66,1.2,0.0,0.0,0.0
902.0,1132.0,1.366,0.196,234.76,5.8,0.0,1.0,18.0
105.0,851.0,3.734,0.144,238.68,15.6,0.0,0.0,18.0
205.0,928.0,1.39,0.098,238.54,5.8,0.0,0.0,17.0
1187.0,584.0,0.346,0.134,243.54,1.4,0.0,1.0,0.0
1126.0,817.0,1.874,0.206,241.27,7.8,0.0,1.0,19.0
123.0,139.0,0.414,0.242,241.64,2.0,0.0,0.0,0.0
1198.0,1252.0,4.844,0.088,238.82,20.2,0.0,74.0,1.0
1346.0,264.0,1.064,0.276,239.06,4.6,0.0,0.0,13.0
1414.0,400.0,0.832,0.0,246.4,3.4,0.0,0.0,1.0
1062.0,130.0,3.138,0.084,236.21,13.2,0.0,0.0,18.0
440.0,1154.0,1.944,0.272,239.78,8.2,0.0,4.0,17.0
1394.0,1189.0,1.508,0.156,242.84,6.2,0.0,0.0,18.0
55.0,14.0,0.396,0.236,239.93,1.8,0.0,0.0,0.0
131.0,994.0,1.786,0.326,232.37,7.8,0.0,4.0,16.0
530.0,487.0,0.208,0.0,244.02,1.0,0.0,0.0,1.0
474.0,1033.0,1.498,0.188,242.35,6.2,0.0,0.0,18.0
612.0,221.0,0.08,0.0,239.59,0.2,0.0,0.0,0.0
577.0,74.0,0.348,0.0,240.68,1.4,0.0,0.0,1.0
497.0,1121.0,0.498,0.232,241.97,2.2,0.0,1.0,1.0
1083.0,700.0,0.376,0.098,245.35,1.6,0.0,0.0,1.0
773.0,12.0,1.584,0.152,242.28,6.4,0.0,0.0,18.0
1230.0,125.0,1.39,0.07,241.78,5.6,0.0,1.0,19.0
250.0,1294.0,0.268,0.0,242.18,1.2,0.0,0.0,0.0
583.0,298.0,2.736,0.084,241.34,11.2,39.0,0.0,1.0
215.0,860.0,1.396,0.096,231.04,6.0,0.0,1.0,17.0
670.0,1278.0,1.072,0.156,242.69,4.6,0.0,0.0,1.0
410.0,1230.0,0.438,0.098,242.0,2.0,0.0,0.0,0.0
267.0,861.0,0.376,0.322,238.09,2.0,0.0,1.0,0.0
241.0,617.0,0.104,0.0,237.72,0.4,0.0,0.0,0.0
1337.0,942.0,0.156,0.0,240.37,0.6,0.0,0.0,1.0
550.0,287.0,1.956,0.196,238.64,8.2,0.0,2.0,18.0
1174.0,705.0,0.274,0.0,245.57,1.2,0.0,0.0,1.0
321.0,798.0,0.242,0.0,243.07,1.0,0.0,0.0,0.0
136.0,1426.0,0.338,0.174,235.04,1.6,0.0,0.0,0.0
339.0,184.0,3.638,0.074,240.3,15.0,0.0,0.0,18.0
1014.0,42.0,1.448,0.336,240.57,6.0,0.0,1.0,19.0
1240.0,1110.0,1.402,0.0,239.9,5.8,0.0,0.0,19.0
1018.0,550.0,0.378,0.152,242.82,2.0,0.0,1.0,3.0
712.0,795.0,2.398,0.0,243.21,9.8,0.0,0.0,18.0
131.0,718.0,0.19,0.08,234.66,0.8,0.0,1.0,0.0
229.0,838.0,0.102,0.0,237.04,0.4,0.0,0.0,0.0
996.0,461.0,0.232,0.126,243.13,1.0,0.0,0.0,1.0
467.0,623.0,0.3,0.086,244.55,1.2,0.0,2.0,0.0
1332.0,854.0,0.254,0.116,239.68,1.2,0.0,0.0,1.0
475.0,1124.0,1.298,0.046,242.23,5.2,0.0,0.0,18.0
972.0,698.0,0.156,0.0,243.54,0.6,0.0,0.0,1.0
604.0,708.0,0.268,0.0,240.58,1.0,0.0,0.0,1.0
1195.0,157.0,1.33,0.26,240.33,5.6,0.0,1.0,1.0
1040.0,770.0,1.394,0.0,242.59,5.6,0.0,0.0,18.0
1319.0,1260.0,0.248,0.104,237.96,1.0,0.0,0.0,1.0
1171.0,493.0,1.382,0.058,240.91,5.6,0.0,0.0,18.0
1076.0,172.0,4.152,0.334,236.88,17.4,38.0,0.0,0.0
243.0,410.0,1.48,0.106,239.95,6.2,0.0,0.0,0.0
314.0,722.0,0.584,0.192,241.39,2.8,0.0,0.0,0.0
496.0,340.0,0.38,0.0,243.14,1.6,0.0,0.0,1.0
256.0,158.0,1.258,0.092,241.22,5.2,0.0,0.0,17.0
808.0,311.0,1.376,0.216,243.66,5.8,0.0,0.0,0.0
683.0,279.0,0.684,0.062,242.16,2.8,0.0,0.0,0.0
85.0,1190.0,4.63,0.382,236.23,19.6,38.0,0.0,17.0
109.0,1402.0,1.648,0.0,242.44,6.8,0.0,0.0,18.0
1080.0,552.0,0.3,0.0,247.53,1.2,0.0,0.0,1.0
1092.0,598.0,0.344,0.136,245.73,1.4,0.0,0.0,1.0
1091.0,683.0,0.436,0.284,243.57,2.0,0.0,1.0,1.0
1011.0,1031.0,1.668,0.274,238.44,7.2,0.0,1.0,22.0
1256.0,261.0,1.776,0.094,236.09,7.4,0.0,1.0,18.0
470.0,410.0,3.51,0.28,242.36,14.4,0.0,2.0,18.0
1330.0,740.0,0.254,0.122,241.87,1.2,0.0,0.0,0.0
251.0,862.0,0.26,0.1,241.41,1.2,0.0,0.0,0.0
475.0,752.0,0.218,0.0,243.47,0.8,0.0,0.0,0.0
356.0,1172.0,1.798,0.288,239.28,7.6,0.0,4.0,17.0
735.0,391.0,2.126,0.282,243.45,8.8,0.0,0.0,18.0
734.0,278.0,2.276,0.06,240.43,9.6,0.0,0.0,18.0
1336.0,1283.0,0.154,0.0,240.04,0.6,0.0,0.0,0.0
970.0,448.0,0.16,0.0,242.16,0.6,0.0,0.0,0.0
89.0,1379.0,0.394,0.14,244.89,1.8,0.0,2.0,0.0
433.0,148.0,1.77,0.102,242.07,7.2,0.0,1.0,0.0
1286.0,499.0,0.292,0.122,242.1,1.2,0.0,0.0,1.0
104.0,200.0,3.912,0.132,235.43,16.6,37.0,1.0,17.0
1386.0,1284.0,1.998,0.274,241.07,8.2,2.0,1.0,19.0
1433.0,1364.0,0.41,0.192,241.95,1.8,0.0,1.0,0.0
1391.0,738.0,0.242,0.058,242.72,1.0,0.0,0.0,1.0
656.0,368.0,1.614,0.076,242.43,6.6,0.0,1.0,19.0
125.0,1190.0,0.3,0.106,242.2,1.4,0.0,1.0,0.0
345.0,746.0,0.216,0.054,239.84,1.0,0.0,0.0,0.0
1380.0,441.0,0.602,0.1,241.01,2.6,0.0,0.0,1.0
366.0,315.0,0.448,0.106,248.37,2.0,0.0,0.0,0.0
181.0,23.0,0.246,0.156,241.52,1.2,0.0,1.0,0.0
202.0,1113.0,0.124,0.0,238.2,0.6,0.0,0.0,0.0
397.0,815.0,0.724,0.246,244.37,3.2,0.0,1.0,0.0
98.0,613.0,0.21,0.0,245.47,0.8,0.0,0.0,0.0
178.0,590.0,0.252,0.192,240.57,1.2,0.0,2.0,0.0
690.0,1095.0,1.376,0.406,238.57,6.0,1.0,2.0,0.0
257.0,244.0,1.072,0.146,241.87,4.4,1.0,0.0,0.0
233.0,364.0,0.138,0.0,236.93,0.6,0.0,0.0,0.0
1057.0,1413.0,1.574,0.292,239.83,6.6,0.0,1.0,1.0
1260.0,45.0,3.944,0.386,237.3,17.2,32.0,0.0,18.0
535.0,999.0,1.23,0.094,231.0,5.2,0.0,0.0,17.0
979.0,1191.0,0.314,0.246,242.0,1.6,0.0,2.0,1.0
900.0,538.0,0.316,0.124,242.72,1.4,0.0,0.0,0.0
98.0,683.0,0.224,0.0,242.15,1.0,0.0,0.0,0.0
